tweetid,userid,class,type,form,teasing,author_role,emotion,tweettext
101662239802654721,85051703,n,,,,,,Nuff Bully Vans On Mare Street Strip! ...
102065107072319489,348279936,n,,,,,,#digitalmusic Rebecca Black Quits Middle School After Bullying (Mashable) http://t.co/PZAcocf
105371945578663936,24914897,y,report,other,n,reporter,none,"@om_hoho Haha, gak Mbak @nen_nniiii kita udah kenal lebih dari 10 tahun, jadi semakin banyaknya bully itu bukti care-nya mas Moho' ya kan?"
108168864499642368,35911903,n,,,,,,"Check out Blood and Lace. ""@AwesomeBMovies_: Wes Craven named Freddy Krueger after a boy who bullied him in school. #FilmFacts #Horror"""
101661639673257984,271241518,n,,,,,,"Rebecca Black Left School Because of Bullying: 
        
      by Billboard Staff | August 11, 2011 9:33 EDT You... http://bit.ly/p9WGvX"
101736990483038209,15506828,y,report,other,n,reporter,none,"@Baaatista @brunorossin A @Chi_rangel tá me pentelhando mesmo. Isso é bullying, chama a polícia."
101812765911556097,80096736,n,,,,,,"""Yo no puedo decir,me voy a ir de viaje,y tu(apuntando a un alumno) me lo vas a pagar de tu salario,eso es bulling weh!"" @frasesitesm (qro11"
103098735277522944,304680386,n,,,,,,"@ArrghPaine For what causes? ""Tell them to compromise""? We clearly have different definitions of the bully pulpit. :-)"
103246972865097728,26885113,y,report,other,n,reporter,none,Justin Bieber has been a victim of cyber bullying.
103316337501278208,329406891,y,report,other,n,reporter,none,El video nuevo de @bullysteria  me hizo poner mi piel chinita!! amo mucho esta estapa artistica de bully :D sige asi bully ;) &lt;3
106815502101381121,123522031,n,,,,,,"is a glockenspiel player, a bottle with a message, a bunch of fish, an average father, a wave, a bully, a thirsty appl…http://t.co/CiJm0SZ"
108932215504769024,186835477,y,self-disclosure,other,n,bully,none,I still remembered how much i bullied him. Nyehehe
104290670839209984,195278976,n,,,,,,''sou bipolar'' .. ''sofro bullying'' eu mato quem falar isso pra mim.
106639496086433793,61698247,y,accusation,other,n,accuser,none,"I haven't done anything bad!:p @isabelmariee, karma will hunt YOU, for been a bully"
108321760822304768,328914533,y,report,other,n,reporter,none,apparently I'm a lil bully
101650597543018496,149378199,n,,,,,,I've never seen a bully take someone's lunch money like in the old movies and television shows!
102276232586067968,116741207,n,,,,,,"#ScaryMovieRulesToLiveBy don't bully the socially awkward kids, trust me his bullying comes with a few bullet shells ."
107572658647990272,21425045,n,,,,,,"@Siriusjay Great Job not backing down to a 50 year old bully! He came across as vain,small, egomaniacal and thin skinned. Kudos."
108900698422382592,26406568,y,report,other,n,reporter,none,El bulling a @ilatorre en 3... 2... 1... Jajajajajajaja
103313716610732033,74382954,n,,,,,,"@MrMapkwest I feel like you are and I kinda like it ... Lol just don't bully my 4""11 cause I jump high I'll gut punch u !! Lmao"
106373230092230657,311465789,n,,,,,,@Trevaun_S this kids a boss. I'll bully u if I feel like it. as a boss I can do #whateverilike but I won't bully @Erica_Ballott shes cool :P
101032049669980160,55255257,n,,,,,,mi correo me hace bullying.
105031903744245760,244618719,n,,,,,,Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. http://t.co/1DkKnHY
105297742284333056,67629693,n,,,,,,I TELL YOU WHAT LET NIGGAS GET ON THEY BULLY & IT INCLUDE ME ..
107665083278163969,264907482,y,report,other,n,reporter,none,Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. http://t.co/xH12i0K
101404127342501890,146833137,n,,,,,,Siapa bagus di bully ini subuh ??
104315699144568832,354681337,y,report,other,n,reporter,none,@SayAnythingxo haha im against bullying.... people have enough problems without it.. but sometimes u need to put your two cents in no need
105299322157006848,62154207,y,report,other,n,reporter,none,quanto bullying nessas amizades
106557851929026561,169334267,n,,,,,,@glaad your bullying apologize is not going to make me like you. I like my gay friends for who they are. Not because you make me. #fuckglaad
107258336080166913,17516231,n,,,,,,"@L_Jiawei WTF? Where got pole name like that one? No la,you don't anyhow thing. That day all bully one handicap. Noob"
100136931568009216,109308508,n,,,,,,Adolescente diz que apanha de \ncinco colegas há sete meses em MS: Estudante diz ser vítima de bullying e que ch... http://glo.bo/pd2hlH
103022149308121088,183457632,y,report,other,n,reporter,none,News: 2011 Hibiscus Festival to highlight bullying: Physical and sexual abuse along with bullying in s... http://t.co/mTUkpkT #vodafone
101503393595523072,243973877,n,,,,,,Sir Alex Ferguson’s men used to bully Wenger’s physically; now they bully them with the ball - @henrywinter
104359035372978176,151568188,n,,,,,,#nw bully beatdown !
105290155484659712,299158772,n,,,,,,No to Bullying at GB! http://youtu.be/wY7Gvq0P4hc http://fb.me/18v13yW9d
105474946658091008,233807306,n,,,,,,"A bullied kid ""so imma dust my shirt and pull my pants coz I better look good if this my chance"" #JobsDrakeHadBeforeBecomingARapper"
102995349924360192,255611135,n,,,,,,Bullying Chinese editorial certain to start off relationship with new Japanese PM Noda on wrong foot.   http://j.mp/ofE4hk
106016447364464640,299148105,y,report,other,n,reporter,none,@levonsixD I did ' I was like omg lev is lifesize there ;) jokes I am sorry for all the bullying of you I am doing today....
106139116806221824,195830678,n,,,,,,Y @RickeySmiley going in on Tami  bulling Meeka lmaooooo
106548530063212544,106819519,y,self-disclosure,other,y,victim,none,Ate as minhas notas fazem bulling comigo haha
107082073260560385,52553183,n,,,,,,@reptheport what havn't you done ? youur always mean ! DillyBoo is a big ol ' bully : (
107751615536181248,351157359,y,report,other,n,reporter,none,O @chicow45 ta durmindo e eu to aqui fazendo bullying com a irmã dele
100585881798320128,267324056,n,,,,,,"@Cristianoles la propia @Feuc cuando publica noticias de carreras en paro, dice #ahoraletocaalaPUC... el bullying funcionó =P"
102418047993774081,266962382,y,self-disclosure,other,n,bully,none,"É fuleiragem e ""donzelice"", acho que @angelobmb vai dizer até que é bullying... Mas... Você fuma?? http://t.co/KcpFx7o"
104151588226080768,241195085,n,,,,,,"How to Prevent Bullying, Cyber Threats: School is back in session soon, and some kids are not looking forward to... http://t.co/SJa7ENH"
106025969302773761,58794125,n,,,,,,@toriwillkillu  dont bully my bf...
108568032451903488,66862900,n,,,,,,
104082067318513665,334808616,y,self-disclosure,other,n,victim,none,
104702500883529728,115449216,y,report,cyberbullying,n,reporter,none,
105828339926835200,235242672,n,,,,,,
105779408782110720,290878886,n,,,,,,
106819879901995008,38315238,n,,,,,,
104958837458612224,37498415,y,self-disclosure,other,n,victim,anger,
105802923174400000,238144012,n,,,,,,
106148617038999552,17288326,n,,,,,,
107952364568326144,76626776,y,report,physical,n,reporter,none,
104369938017419265,184223814,n,,,,,,
105047549328637953,346126270,y,report,other,n,reporter,none,
105442302847238144,338006966,y,self-disclosure,other,n,defender,none,
102125204947468288,139244096,n,,,,,,
108213684840579072,331215435,n,,,,,,
102228922984439808,120307232,n,,,,,,
106446404502831104,143271022,y,accusation,other,n,accuser,none,
107251479236194305,100756094,y,self-disclosure,other,n,bully,none,
100436723741372416,342083395,y,self-disclosure,other,n,victim,none,
101767351455842304,108697092,y,self-disclosure,other,n,victim,none,
103338184993275905,311372388,n,,,,,,
105977319037992960,88540062,y,report,other,n,reporter,none,
106477951838720000,316122982,y,accusation,other,n,accuser,none,
105175877293309952,32490098,n,,,,,,
107048899721695232,232853192,y,report,other,n,reporter,none,
107174148144500736,240478863,y,report,other,n,reporter,none,
101015852110983168,48734856,n,,,,,,
101393050491822080,30122900,y,report,other,n,reporter,none,
101498575942451200,64751447,n,,,,,,
105014949075632128,118761272,y,self-disclosure,other,y,bully,none,
105487773884096512,197311530,n,,,,,,
106416643919450112,254008624,y,report,other,n,reporter,none,
106496230930137088,56353111,n,,,,,,
107543581136392192,207171517,n,,,,,,
108806690861883392,75468503,n,,,,,,
105805359637217280,218709570,n,,,,,,
107482649341337601,80452308,n,,,,,,
109118374499467264,240362402,n,,,,,,
101329858935791617,207734575,n,,,,,,
101370712534695936,266812560,n,,,,,,
103247193372246016,84843082,n,,,,,,
105901223093350400,117683801,n,,,,,,
101360245317713920,313799471,n,,,,,,@efaye_ris me no bully you luhs :(
105274312742805504,203913010,n,,,,,,INTRODUCING ME I love @justinbieber and @JackVidgen I am pretty average. I got bullied when I was younger but I'm usually happy well i try..
106146977309396992,277743161,n,,,,,,@LoccDogg first I aint big for no reason. Second I don't bully no body Third I beat ass cause I know how 2 fight ... http://t.co/3BeGZiX
106860947045486593,317624044,n,,,,,,@rahneputri yang bakalan bully kan cuma sekitar #17an sisanya yang ribuan mendukung Kak Rahneee.. :)
107092993474969600,342269140,n,,,,,,See the girl with alot of makeup? She wears it because she gets bullied & wants to feel beautiful.
109014282573844480,209780695,n,,,,,,@chacha1501 moga sih ngga bacot bgt diee -- minta d bully ! &gt;m&lt;
109020393356001280,278719347,n,,,,,,Check this video out -- Hey Fox News -Stop Bullying Kids http://t.co/5To4z4M via @youtube
100383730178326528,43936460,n,,,,,,Selena Gomez was on barney? And got bullied about it? Then cried when she was kicked off? Then did commercials? #didntknowthat
101325831321829376,352108205,n,,,,,,@botdfmusic i need adivce.i have started 2 let the inner me come out& b/c of this i get bullied& shit. What should i do about the bullying?
101689568583090176,217215448,n,,,,,,Frio é bullying contra os solteiros!
103435866831204352,54939479,y,self-disclosure,other,n,victim,none,#Bullying Subscribe to my free self-defense bully blog Rss Feed http://t.co/pTQ5CsX
103595962785742848,53787245,n,,,,,,"acho bullying esse dia dos pais, me sinto totalmente ofendida."
104092681898164224,40410374,n,,,,,,"My dad: in my day people got bullied for being fat, now there's so many fatties people only get bullied for proper reasons, like bein ginger"
105616635267784704,160592880,y,self-disclosure,other,n,defender,none,"Cyber bullying almost makes no sense 2 me. If you dont like something press the X button, delete your account, live life. Nothing 2 die from"
107079253476126720,168811642,n,,,,,,"wah... #flashback wktu SD sring dijailin tmen"" dan tingktannya hampir sama kyk ""bullying"" 0_0"
108887910459248640,14652060,n,,,,,,@melnitnot mana si @Aditya_Riza ya? bully time :D
100140659188563968,76527358,y,self-disclosure,other,n,victim,none,3 Bully 3 French 3 Milky 3 Fibbz 3 Asbo 3 Y.Slice #FreedomsAMust!!
103280882433003520,348917621,y,self-disclosure,other,n,victim,none,Been watching bully beatdown allday. lol
104046090483015682,355162514,n,,,,,,"""I want to help with bullying because there are girls who cant just up and home-school and focus on their career."" - Demi."
105689676878327808,244173642,n,,,,,,@mitchpargeter bully + being my bitch = 37 followers oooooooh;) &lt;3
105973942795243520,141017239,n,,,,,,"He's perfect with a frown 
The bully always wins"
103153025471873025,267574545,y,accusation,other,n,accuser,none,As Real As It Gets: Bullying Victims Can Fight Back With Help From Brazilian Jiu-Jitsu Royalty http://t.co/sl71Cnx
105775872631508992,277063840,n,,,,,,@RavenDelMuerto about u being bullied: WHOS DOING IT??!! I WILL KICK THEIR ASSES WITH MY EMO BOOTZ! &gt;:P ur my gothic sister&lt;3
106425164048236544,254698372,y,self-disclosure,other,n,defender,anger,"tou sofrendo bullying da minha prima MAIS NOVA, essa piriguete!"
107780603197407232,266884070,n,,,,,,"#LISTEN Ca$h Feat. DanMan Tha Bully - ""Throw It Up"" - http://twitrax.com/s/omehf4"
108070629122654208,194442235,n,,,,,,ARE YOU IN A BAD JOB SITUATION WITH BULLY C0-WORKERS? http://t.co/RlBQqPf
108677628994658304,308116083,n,,,,,,Just gave a shit about bullying. Give a Shit at http://t.co/gnh8nUo #giveashit
102225493209784321,95238811,y,self-disclosure,other,n,defender,none,#flashback gue sering bully @mega_achmad pas kecil ‎​​( ˘ з(˘⌣˘)
106253944644321280,194094363,n,,,,,,@DarkAngelD I got picked on in HS. People will bully others for absolutely any reason!
106316788660310016,343099921,y,self-disclosure,other,n,victim,none,#Rejectedkidsbooks The idiot's guide to bullying
100376954972282880,46342354,y,denial,other,n,bully,none,@MarioAndresLp osea tu bulling no acaba we!!!! Por todos lados me maltratas!!!! Jajajajajaja
101642862038482944,128722052,n,,,,,,Rebecca Black Leaves School After Bullying: 'Friday' sensation will now be home-schooled by her… http://goo.gl/o48Im
103288356842119168,135026973,y,report,other,n,reporter,none,Hey @ATT @TheJusticeDept thinks your a BIG Bully too! No more suffering for our fellow Americans! http://t.co/OEqYN6b
106920792004108289,54398385,y,report,other,n,reporter,none,"opa como assim, o @Felippe_lopes tem algo contra os #Gordinhos ? isso é bullying, kkkkkk"
108295995099578368,279790706,n,,,,,,"@massaricarlos Eu não gosto dos caninos, mas eles são melhores do que bullying. O que não tem sentido?"
101790283292876800,251600013,n,,,,,,"Don't get bullied, add codes. 13 new codes found."
104598606912299008,219416938,n,,,,,,Jessie J lança clipe polêmico contra o bullying assista: http://t.co/1Mu5WdI via @Just_queens
102586107820118016,195096192,n,,,,,,Justiça Estadual informa que bullying escolar será caso de Polícia em Cuiabá http://t.co/66xzSz8
105741089511710720,79569222,n,,,,,,".@a_picazo you are participating in the libel by baselessly claiming @shoq is a bully.  again, i caution you to watch what you say. #p2"
104836525140885505,322205986,n,,,,,,@_dawik e a @_cintiafaria tem feito mt bullying com você?!
107418411222573056,69847941,n,,,,,,Cyber bullying cases growing with new technologies - ABC Online http://t.co/7s790OT #family
109071068613980160,192652722,n,,,,,,"El pobre #maxsamid lo que debe tener e ansiedad con la presión de que salga, no ha nacido ya lo ta bullying :-s"
100605202037612544,72035233,y,self-disclosure,other,n,bully,none,#Bullies When Bullies Attack What does your child do when every http://t.co/rvbV5NG
104372637765091328,27109171,n,,,,,,@claretiaalison Crush mo naman kasi ako. =)) Wag ka na mahiya. =)) HAHA. Sarap mong i-bully. =))
108748446487425025,361112309,n,,,,,,"BEAT DOWN THAT BULLY FROM HIGH SCHOOL, THROW YOUR DRINK ON A PLASTIC GOSSIPING BITCH, EGG THAT ONE EVIL TEACHER'S HOUSE. TAKE IT BACK!!"
104151290656989184,80549578,n,,,,,,Yes I know QT @NyOwnHarlemFate: @Tootit4umTootie yup I'm still the PussyBully you know I bully all pussy
104255018806423552,38372916,n,,,,,,ah y @Danipburgos para de hacerle bullying a la adorable e inocente @sitapau u.u
106007689343143936,246421432,n,,,,,,"@MagooTora School is GREAT (Hawk teachers keepin dat bully away and all) I couldn't ever be mad at you, so other."
108949570276425729,40078259,n,,,,,,"@EPIPHANYRENEE Lol let's not get grand u fall in a plethora of categories 2 many 2 name lol petty,stubborn,bossy & a bully just 2 name a few"
109048565325762561,36306907,n,,,,,,@JeffCastroGomez lmao you so dumb :') . I'm no bully !
101802733975257089,265654098,n,,,,,,GLittle just kicked another one into the stands.....Touchdown...#ImBullcityEvenWhenImInTheLeague!!!Leggo
102940695135928320,110100936,n,,,,,,vou sofrer bullying pro resto da minha vida.
103808828914671616,69223704,n,,,,,,Todo o santo recreio toca castelhana (mas o problema é que eu sei cantar) mas as pessoas não gostam que  eu cante 'HASUH #ÉBULLING
104824768267681792,162414295,y,report,other,n,reporter,none,Check this video out -- Pretty Boy Floyd Bully Pitbull http://t.co/wJD5Lg5 via @youtube
106152850912055296,84084179,n,,,,,,green sweater daleman kemeja itu nerd bgt ga sih? *inget game Bully*
106243155791323136,192316047,n,,,,,,"@FansWorld_ también amo como ayuda a causas como el bullying, nos enseña mucho cada día :')"
106839090783199232,337518446,y,report,other,n,reporter,none,friio é bullying contra os solteiros
107200820474417152,73958033,y,self-disclosure,other,y,victim,none,@Cath_Mayoevans @julesrisk63 u virtual bully making her hit me lol
107619132312256512,332448517,n,,,,,,"sofro bullying por ter dois dentes a menos, vdd  ):"
107667784409939968,26583543,y,accusation,other,n,accuser,none,Lutherans Vow to Prevent #Bullying http://t.co/hXtkB2H via @glaad Will @UsSenBrown stand up too? http://t.co/XycnXfw
107738028377772032,307828684,n,,,,,,MTV VMAs: Kevin Hart jokes he was bullied to host sans pay [Video] http://t.co/p6gmXNT
105460326794924032,150829518,y,denial,physical,n,bully,none,Silvio Santos praticando bullying com as gordinhas. Tem como não amar? #PSS
105982680197365760,221953580,y,denial,other,n,bully,none,
107495934740529153,77782787,n,,,,,,
107858058587275264,43928380,y,accusation,other,n,accuser,none,
108997613495386113,251499405,y,self-disclosure,property damage,n,victim,none,
103365139167850496,113158450,n,,,,,,
100354128789778432,294506471,y,accusation,other,n,accuser,none,
103899275594956800,324151250,y,self-disclosure,other,n,victim,none,
103991232862228480,139328271,y,report,other,n,reporter,none,
109058512746848256,268924987,n,,,,,,
102124994200477696,105859129,n,,,,,,
103608635132882944,277334912,n,,,,,,
104584171271360512,232324607,n,,,,,,
105762509067259905,199395856,n,,,,,,
108174322551619585,289610387,n,,,,,,
108674500169695232,46822887,y,self-disclosure,other,n,defender,none,
101825900806541313,36180073,n,,,,,,
103813895965257728,20770172,n,,,,,,
101702599799095296,313799471,n,,,,,,
106591741322342400,282302614,y,self-disclosure,other,n,victim,none,
107219177261117440,311641585,n,,,,,,
107454079155974145,25505375,n,,,,,,
109007219336552448,55086343,n,,,,,,
101645751687450626,36336010,n,,,,,,
102891309446074368,257675350,n,,,,,,
103284675459551232,145263394,n,,,,,,
103503544627363840,104748431,n,,,,,,
106968414249168896,315630735,n,,,,,,
106497249722368000,16677216,n,,,,,,
106546005901709313,358547751,y,self-disclosure,other,n,victim,none,
106775290084200448,123493208,n,,,,,,
107227016914407425,42470028,n,,,,,,
107525747626876928,60752415,n,,,,,,
101431312698712066,176633247,y,report,other,n,reporter,none,
104039335074078720,325631655,y,denial,other,n,bully,none,
105068748578357248,68594954,n,,,,,,
101312677493743616,27179815,n,,,,,,
103307104995115008,102481634,y,self-disclosure,other,n,victim,none,@its_GB_hoe do u know any body that would want a american bully? He's well trained.
105407664636428288,330096597,n,,,,,,@REVOLUTIONARILY ceh -.- only know how to bully me
100212800642752512,138538488,y,denial,other,n,bully,none,#IfIWereU I would stop cyber-bullying because one day its gonna come back on you. You know whyy? Cuz KARMA is a bissssh.
105824499055861760,327120749,n,,,,,,"If you bully others,then you don't love yourself !!-Mrs.Manwell!!
#itsthedangtruth"
104214418824503296,57814032,n,,,,,,@canofwormstv #canofbullies Educating children to see bullying as pathetic would help. Kids bully from having low self esteem.
106033203789307905,252866402,n,,,,,,to cm muita raiva... to sofrendo bulling na escola...to jah pra fuder ums caras de lah...
107621267833761792,188313111,n,,,,,,@BenWiseMelb @mickmalthouse has enough on his plate than to be bullied in to solving the ills of the world.
108433773078646784,301534166,n,,,,,,@QueenOf_Pluto Yea U right lemme stop being a bully lol...
100227435706064896,198199657,y,report,cyberbullying,n,reporter,sadness,@CountyClare7 @rolo_the_cat  Very wise words. Rolo is lovely. Let's get Rolo back & stamp out Twitter bullying. We  Rolo.
101688539376398336,246043201,y,report,verbal,n,reporter,none,"Hahaha rebecca black's been pulled out of school due to bullying, she said 'kids walk past me and sing friday in a really nasally voice' Lol"
105263290082533376,317313521,n,,,,,,@ShannonFowler_ I'm good... how are you? Doesn't it feel nice to not bully me? :)
105754410654773248,351630990,y,accusation,other,n,accuser,none,@KMaddock_ I think KMaddock you 'may' feel you have  been bullied and are preferring attention of this sooner than going to a court
106438847851802625,271478287,y,report,other,n,reporter,sadness,Bullying Should Not Be Part of Back-to-School: It's the start of the school year and for most kids this brings a... http://t.co/ekIoyIe
106467630986178560,139268887,n,,,,,,@PeiMMun94 @wwliew94 no la..juz dun wan bully her...see she dissapear again....
108739492344631296,337864183,n,,,,,,"@SiR_MiNaJ ahaha! u call this bullying... no DUMMIE your the 4 yo, because your ignorant - look it up ;)"
103255803934425088,25036094,n,,,,,,@ShaneAwesome @DiCosmo609 @Resa_Resa23 @Blu_Berriii lmao see what I mean.. Lol bully beef
107041526193987585,277408860,n,,,,,,Slumb Bully
100991099958591489,61857844,y,self-disclosure,other,n,defender,none,I realized he gets bullied... that's just more of a reason for him to be my friend &lt;3
102844036460711936,41772903,n,,,,,,I cannot WAIT to watch Rachel and Jordan walk out that door. Jeff was a bully and deserved to go home. What a pathetic season.
102923105940406272,31413035,n,,,,,,"Retweet if you're 100% against bullying. If you retweet this, you're an inspiration to me. &lt;3"
103055661943885825,20423226,n,,,,,,#np WAIST AND POWER........... i just luv this track... ku33333 i get POWEr call me ECG.... bedroom bully i know u see me..#refix lmao
104318807757160448,70593255,n,,,,,,"@VivaLaCB adele, pitbull, rumor to be jay and kanye, lil wayne, rumor to be drake, lady gaga is the opener"
105438536144130048,255481454,y,self-disclosure,other,n,victim,none,@Niishmaxoxo @Maverick_E @Zak_f @Element_AA @MissFeema bullied? We treated u like a princess lool u should be grateful
101703755942203392,70729918,n,,,,,,"@Desperfecta @Destiny_Steffy Pues le hacemos bullying de ése hasta que cambie la bio, borre tuits copiados y te pinte las paredes de tu casa"
102535212579295233,51149669,y,self-disclosure,other,n,defender,none,@PerezHilton as an anti-bullying advocate I'm surprised you support #pumpedupkicks. Are shootings really the way to get back at bullies?
103602526997331968,78106830,y,self-disclosure,other,n,defender,empathy,@bellathorne143 u never noticed me or my tweets against i being bullied
104617643545341952,138951761,n,,,,,,@R3al3stOf_emAll that's gay chill with that before I have to bully you....
105740914202394624,90265037,n,,,,,,#TNARIGHTNOW &gt;  6 Man Anything goes Bound For Glory Series Match &gt;  AJ Styles & Beer Money Vs. Bully Ray & Scott Steiner & Gunner
106849318098567168,329361574,y,self-disclosure,other,n,defender,none,"That rugby match was Putrid Rancid Chronic and Septic.. And Chelsea concede at home again, fantasy Footie nd accumulator bolloxed!! #bulling"
107917138186080256,129930024,n,,,,,,@XoXo_Bombshell_ yu bullied me but I miss yu!!!! Haha
101412348534853632,206279652,n,,,,,,@telsuiza hahaha xD bully ka lng tlga eh :)) =))
102393061732134912,268058564,n,,,,,,Reblog if you are against bullying - › this must have more notes http://t.co/qSGPUwK
103955714342518785,241284252,y,report,other,n,reporter,none,"Q: Remember how you always bullied me in primary? Are you A: Lmaooo Bully? Me? Hehe uzo shayiwa wumphakathi yaz

 http://t.co/NWY9bX6"
103992389986811905,170933293,y,self-disclosure,other,y,victim,none,@bibicosta_ faria qualquer coisa pra ter o nosso 2008 de exclusão social e muito bullying de volta
105785603513253888,43860320,n,,,,,,I miss her bullying me o_0 is that odd ? lol .
107694435889975296,350606874,y,self-disclosure,other,n,defender,none,"@katiestars Bullying the opposition is what NY fans do, unfortunately..."
108065835502940160,34411121,n,,,,,,Pottermore. SEU PROBLEMA COMIGO É PESSOAL? ta de preconceito comigo? é bullying isso!
108254587772866561,62361749,y,self-disclosure,other,y,bully,none,"biar itu club yg sangat gak saya sukai,tp klo bkn glory hunter akn tetap saya hormati..klo glohunt sori2 aja ya klo saya bully wakakakaka"
108960794917613569,303118017,n,,,,,,I get along with all the pretty confident girls we on the same wavelength...its those fuggin Shrek looking Bishes that try to bully me lol
101490900152233984,79474780,y,self-disclosure,other,n,victim,none,não é bullying se a pessoa coloca o sobrenome antes do nome se achando um japonês né?
103588627082260481,249809702,n,,,,,,#Education When Bullies Attack Self-Defense Book for Kids with Optional Video http://t.co/jlJ6fps
104964495771828225,45586177,n,,,,,,Esses pop's imundos já são Bullying demais pra nossos ouvidos !!!
106854838532452352,322142160,y,self-disclosure,other,n,victim,none,@DeekHade don't bully me ar! Haha 
107753546677628928,62276510,n,,,,,,accommodation lodge . http://t.co/vwAGLmI Staring down the bully-boys
108943178241015808,221559674,n,,,,,,@N3rdtacular @neurogoddess @ScrappyNatalie @kcampbellicious was Jeff this bad of a Bully on Season 11 #SoOverJeffBB13
104034249782468610,343002723,n,,,,,,@Arngrim OMG! That's Messed UP!! Although not on that scale I DO know what it's like to have the teacher take the side of the bully over me.
105099865310236672,35571990,y,self-disclosure,other,n,victim,none,I'm such a bully .. *
100687410983211008,350945726,n,,,,,,"America must lead responsibly. Therefore, American political class must not comprise just the angry, the bully, the arrogant, or the fool."
102935714219560960,313799471,n,,,,,,"Bullying é um termo utilizado para descrever atos de violência física ou psicológica, intencionais e repetidos, praticados por um indivíduo"
105684650004987906,154683376,n,,,,,,"""I'm a bully wit the bucks Don't let the patent leather shoes fool u young'un I got the fully in the tux"""
106907790664151040,71655542,y,report,other,n,reporter,none,People Really Get Bullied All Youu Gotta Do is Take up For Yourself Rs
108313243331739648,316295528,y,report,other,n,reporter,none,@AGreeneAMB Wassup BULLY!!! lol
108365294342381568,192786690,y,self-disclosure,other,n,victim,none,High achieving #Latinos who don't conform to stereotypes are vulnerable to the effect #bullying has on grades.  http://t.co/vqbp1cX
100135040637337600,124219190,n,,,,,,Lmbo! At Tom Joyner talking bout BBW  called Tammy the Big Red Bully.
101475121373528064,111490696,n,,,,,,Ew I come back and everyone is hating on @gagaglobal for one small mistake...Stop bullying Monsters! Please enough drama on here already.
105451034708684800,314917986,y,report,other,n,reporter,relief,@_Vanna817 who bullying u
106181139336663042,247858821,n,,,,,,"Minnesota gay teens bullied by adults, peers, say activists - Reuters http://t.co/EG3ZFHL"
106880682499907586,49054354,n,,,,,,"#oomf dog got upset when I left, only cause another #oomf was being a bully to him :("
106885897047375872,218571012,n,,,,,,@MelissaRyan Look at what DC Public Schools are doing for bullying LGBT students now that @m_rhee is gone. http://t.co/ZegLmS7
106915297910468608,300149963,n,,,,,,
108953413991145473,72101984,n,,,,,,
101318782336770049,243000031,n,,,,,,
102933327798996993,349726595,n,,,,,,
103366947864981504,141865467,n,,,,,,
100245995400597505,228153590,n,,,,,,
101415280470802432,343071574,n,,,,,,
103416349954539520,45008331,y,report,other,n,reporter,none,
107335305186652161,180184294,y,self-disclosure,other,n,victim,none,
101817285773230081,261446440,n,,,,,,
105411132583444480,345060438,n,,,,,,
105791425542758400,51889510,n,,,,,,
105815872819564544,62861947,n,,,,,,
106074232466845696,325269829,y,accusation,other,y,accuser,none,
106913241715847168,303930286,y,report,other,n,reporter,sadness,
105465092115660801,37340231,y,self-disclosure,other,n,victim,none,
101452908184338432,273684625,y,report,other,n,reporter,none,
102848081313280000,225932523,y,report,other,n,reporter,none,
108761061410344960,169263138,y,self-disclosure,other,y,victim,none,
100995573116715009,330341748,n,,,,,,
103349237223391232,159727829,y,accusation,other,n,accuser,none,
104673603571826688,243982751,y,self-disclosure,other,y,victim,none,
105736915285839872,291703456,n,,,,,,
102785416624742400,64747471,n,,,,,,
105478760765210625,306537038,y,denial,other,n,bully,none,
105729064802861057,323570018,n,,,,,,
106125329118146560,266886222,n,,,,,,
106478781681762306,7806332,n,,,,,,
109076836230758400,120912108,n,,,,,,
107475872608563200,225492350,n,,,,,,
101890534653689857,104738618,n,,,,,,
105742733272039426,351880690,y,self-disclosure,other,y,bully,none,
100969618155376642,268838481,y,report,other,n,reporter,anger,
101473112524201985,268999021,y,report,other,n,reporter,none,
102438864257421312,150672386,n,,,,,,
102464700528345089,194246486,y,self-disclosure,other,n,bully,none,
105354873205309440,23573258,y,report,other,n,reporter,none,
105475623866204160,226004246,n,,,,,,
106354086089211904,305126421,n,,,,,,bullying is not ok one of my friends just killed himself becuase of all of these bullies r.i.p chris :( u will be missed
102509915083513856,264434735,n,,,,,,@Nike_Kidd lmao nha even when im nic you till a bully
103717779416424448,35984564,n,,,,,,Raiders coach Hue Jackson Building a Bully? http://t.co/A7vQFtx via @sfgate
105425026571972608,267851446,n,,,,,,"""I hope you get bullied so much you die!"" - @shhhhlerae"
106645983743578113,88163688,y,accusation,other,n,accuser,none,a vida é assim ne glr vc ve suas fotos antigas e se pergunta pq nao sofreu bullying antes
108088520408702976,105296728,n,,,,,,"Odeio pessoas desse genero, o ser humano a cada dia que passa se torna desprezivel. A pratica ao Bullying é um ato totalmente ridiculo"
101374393648807936,189512864,y,accusation,other,n,accuser,none,Member all those nerdy kids that you bullied in grade school? They are the exact same people you'll be working for
103327164925083649,55866499,n,,,,,,@ariellemimi back to cyber-bullying.
102123672097144833,195933944,n,,,,,,"@StopBullying Courage is fire, and bullying is smoke"
105370447100653569,38263938,n,,,,,,@diegodondiego a @lpcarvalho disse que já posso #himbernar. #panda #bulling #casamento te cuida que vc pode ser o #proximo
105636128933163008,206418856,n,,,,,,"It's easy to bully, but the really strong help others. #AGAINSTBULLYING"
